sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0.6677350427350428,0.44310897435897434,0.7571707953063884,0.782051282051282
0.1961111111111111,0.595,0.0783050847457627,0.06083333333333335
0.412037037037037,0.2769097222222222,0.5589689265536723,0.5208333333333334
