k,ARI,Silhouette,Inertia
2,0.5681159420289855,0.6300471284354711,12.127790750538196
3,0.7008666982225341,0.48292893354301647,7.122750172943849
4,0.6206329421473108,0.4439328545809961,5.525760232040966
